SubjectID,UTMEasting,UTMNorthing,ObservationDate,ObservationTime,ObsTimeDate
M115,183255,9788659,6-Apr-09,20:40,39909.86131
M115,182146,9789113,6-Apr-09,21:01,39909.87591
M115,182714,9789695,6-Apr-09,21:21,39909.8898
M115,183254,9789779,6-Apr-09,21:40,39909.90302
M115,184422,9789807,6-Apr-09,22:00,39909.9173
M115,184746,9789051,6-Apr-09,22:20,39909.93073
M115,184895,9788225,6-Apr-09,22:40,39909.94471
M115,184106,9788888,6-Apr-09,23:00,39909.95866
M115,183691,9788701,6-Apr-09,23:20,39909.97255
M115,184049,9787978,6-Apr-09,23:40,39909.98646
M115,184790,9787863,7-Apr-09,0:00,39910.00034
M115,184842,9788231,7-Apr-09,0:20,39910.01449
M115,185189,9787964,7-Apr-09,0:40,39910.02809
M115,184985,9788926,7-Apr-09,1:00,39910.0423
M115,184865,9789258,7-Apr-09,1:20,39910.05569
M115,184860,9789259,7-Apr-09,1:40,39910.06972
M115,184857,9789258,7-Apr-09,2:00,39910.08362
M115,184858,9789259,7-Apr-09,2:20,39910.09751
M115,184853,9789259,7-Apr-09,2:40,39910.11141
M115,184900,9788234,7-Apr-09,3:01,39910.12605
M115,184880,9787260,7-Apr-09,3:20,39910.13939
M115,184953,9785897,7-Apr-09,3:40,39910.15311
M115,184521,9784887,7-Apr-09,4:00,39910.16693
M115,184021,9785600,7-Apr-09,4:20,39910.18086
M115,182630,9786786,7-Apr-09,4:40,39910.1947
M115,181731,9787658,7-Apr-09,5:00,39910.20858
M115,181941,9788965,7-Apr-09,5:20,39910.22249
M115,182973,9788950,7-Apr-09,5:40,39910.23637
M115,183986,9789335,7-Apr-09,6:00,39910.25027
M115,184725,9789039,7-Apr-09,6:20,39910.26417
M115,183869,9788737,7-Apr-09,6:40,39910.27802
M115,182782,9789187,7-Apr-09,7:00,39910.2923
M115,182084,9790026,7-Apr-09,7:20,39910.30587
M115,181044,9790547,7-Apr-09,7:40,39910.31971
M115,180708,9790754,7-Apr-09,8:01,39910.33436
M115,180717,9790756,7-Apr-09,8:21,39910.34818
M115,180715,9790754,7-Apr-09,9:00,39910.37557
M115,180730,9790747,7-Apr-09,9:20,39910.38939
M115,180719,9790755,7-Apr-09,9:41,39910.40354
M115,181242,9789325,7-Apr-09,17:01,39910.70964
M115,181238,9789314,7-Apr-09,17:21,39910.72302
M115,181242,9789315,7-Apr-09,18:41,39910.77882
M115,182065,9789536,7-Apr-09,19:00,39910.79231
M115,183070,9789257,7-Apr-09,19:20,39910.8058
M115,184013,9788781,7-Apr-09,19:40,39910.81979
M115,184846,9788240,7-Apr-09,20:00,39910.83366
M115,185598,9787649,7-Apr-09,20:20,39910.84745
M115,186385,9787411,7-Apr-09,20:40,39910.86134
M115,186317,9786357,7-Apr-09,21:00,39910.8756
M115,185576,9784835,7-Apr-09,21:41,39910.90362
M115,185002,9784401,7-Apr-09,22:00,39910.91716
M115,184529,9785133,7-Apr-09,22:20,39910.93113
M115,184410,9785878,7-Apr-09,22:40,39910.94461
M115,184423,9787255,7-Apr-09,23:00,39910.95847
M115,184870,9788213,7-Apr-09,23:20,39910.97271
M115,184807,9788267,7-Apr-09,23:40,39910.98627
M115,184801,9788288,8-Apr-09,0:00,39911.0003
M115,185226,9787953,8-Apr-09,0:20,39911.01439
M115,185258,9788075,8-Apr-09,0:40,39911.02791
M115,185258,9788074,8-Apr-09,1:00,39911.0423
M115,184820,9788266,8-Apr-09,1:20,39911.0559
M115,184891,9788795,8-Apr-09,1:40,39911.06985
M115,185119,9789565,8-Apr-09,2:00,39911.08348
M115,185667,9790272,8-Apr-09,2:20,39911.09749
M115,185157,9790559,8-Apr-09,2:40,39911.11141
M115,184319,9790930,8-Apr-09,3:00,39911.12512
M115,184029,9791961,8-Apr-09,3:20,39911.13916
M115,183756,9792619,8-Apr-09,3:40,39911.1533
M115,183209,9792741,8-Apr-09,4:00,39911.16708
M115,183970,9792942,8-Apr-09,4:20,39911.18109
M115,184859,9793265,8-Apr-09,4:40,39911.19478
M115,185644,9793447,8-Apr-09,5:00,39911.20897
M115,185013,9792588,8-Apr-09,5:20,39911.2225
M115,185300,9791673,8-Apr-09,5:40,39911.23637
M115,185334,9791469,8-Apr-09,6:00,39911.25032
M115,185331,9791448,8-Apr-09,6:21,39911.26473
M115,185325,9791450,8-Apr-09,6:40,39911.27843
M115,185350,9791456,8-Apr-09,7:00,39911.29204
M115,185339,9791452,8-Apr-09,7:20,39911.30584
M115,185323,9791439,8-Apr-09,7:40,39911.32008
M115,185345,9791456,8-Apr-09,8:00,39911.33398
M115,185331,9791448,8-Apr-09,8:20,39911.34787
M115,185345,9791451,8-Apr-09,8:40,39911.36174
M115,185345,9791451,8-Apr-09,9:00,39911.37564
M115,185349,9791468,8-Apr-09,9:20,39911.38933
